title,release_date_clean,critic_score_scaled,audience_score_scaled
"This World, Then the Fireworks",1997-07-11,3.8,4.3
"Her Majesty, Mrs. Brown",1997-07-18,9.2,7.9
Star Maps,1997-07-23,3.9,4.5
Air Force One,1997-07-25,7.9,6.6
Good Burger,1997-07-25,3.3,6.3
Air Bud,1997-08-01,4.8,3.8
In the Company of Men,1997-03-28,8.9,8.0
Spawn,1997-08-01,1.7,3.6
Career Girls,1997-08-08,8.8,7.8
Conspiracy Theory,1997-08-08,5.7,6.4
Free Willy 3: The Rescue,1997-08-08,4.4,4.4
The Full Monty,1997-08-13,9.6,7.9
Cop Land,1997-08-15,7.5,6.7
Leave It to Beaver,1997-08-22,2.1,3.2
Mimic,1997-08-22,6.5,3.7
Money Talks,1997-08-22,1.5,7.1
A Smile Like Yours,1997-08-22,0.6,1.9
Kull the Conqueror,1997-08-29,2.5,2.4
She's So Lovely,1997-08-27,6.6,6.2
Two Girls and a Guy,1998-04-24,5.0,4.1
The End of Violence,1997-09-12,2.9,4.3
Going All the Way,1997-09-19,6.5,2.5
L.A. Confidential,1997-09-19,9.9,9.4
In & Out,1997-09-19,7.3,5.2
The Edge,1997-09-26,6.2,7.0
The Ice Storm,1997-09-27,8.6,8.2
Soul Food,1997-09-26,8.2,8.6
"Fast, Cheap & Out of Control",1997-10-03,9.1,8.4
Kiss the Girls,1997-10-03,3.4,6.2
Gang Related,1997-10-08,5.0,6.5
Boogie Nights,1997-10-10,9.4,8.9
The House of Yes,1997-10-10,6.2,7.6
Washington Square,1997-10-03,8.1,6.9
Bean,1997-11-07,4.3,5.3
The Devil's Advocate,1997-10-17,6.3,8.0
The Devil's Advocate,1997-10-17,6.3,8.0
I Know What You Did Last Summer,1997-10-17,4.6,4.1
Playing God,1997-10-17,1.6,3.3
Fairy Tale: A True Story,1997-10-24,5.6,6.6
Gattaca,1997-10-24,8.2,8.7
Red Corner,1997-10-31,2.7,4.8
Switchback,1997-10-31,3.1,4.6
Eve's Bayou,1997-11-07,8.3,8.9
Mad City,1997-11-07,3.3,4.2
Starship Troopers,1997-11-07,7.2,7.0
The Wings of the Dove,1997-11-07,8.5,7.8
The Jackal,1997-11-14,2.4,5.1
The Man Who Knew Too Little,1997-11-14,3.7,6.9
The Man Who Knew Too Little,1997-11-14,3.7,6.9
Mortal Kombat Annihilation,1997-11-21,0.4,2.4
The Sweet Hereafter,1997-10-04,9.8,8.6
Alien Resurrection,1997-11-26,5.5,3.9
Flubber,1997-11-26,2.3,3.3
Good Will Hunting,1998-01-09,9.7,9.4
Amistad,1997-12-10,7.8,7.9
Deconstructing Harry,1997-12-12,7.3,8.2
For Richer or Poorer,1997-12-12,1.3,4.6
Home Alone 3,1997-12-12,3.2,2.7
Scream 2,1997-12-12,8.2,5.8
The Apostle,1998-02-20,8.8,7.9
The Apostle,1998-02-20,8.8,7.9
Mouse Hunt,1997-12-19,4.4,4.9
Titanic,1997-12-19,8.8,6.9
Tomorrow Never Dies,1997-12-19,5.7,5.3
As Good as It Gets,1997-12-19,8.6,8.6
The Education of Little Tree,1997-12-25,5.9,7.5
Jackie Brown,1997-12-25,8.8,8.5
Kundun,1997-12-06,7.4,7.8
Wag the Dog,1997-12-25,8.6,7.6
Afterglow,1997-12-26,7.7,6.3
The Boxer,1997-12-19,8.1,7.4
Oscar and Lucinda,1997-12-31,6.7,6.5
Saving Private Ryan,1998-07-24,9.4,9.5
Armageddon,1998-07-01,4.3,7.3
There's Something About Mary,1998-07-15,8.4,6.1
A Bug's Life,1998-11-14,9.2,7.3
The Waterboy,1998-11-06,3.3,7.1
Dr. Dolittle,1998-06-26,4.2,3.5
Rush Hour,1998-09-18,6.2,7.8
Deep Impact,1998-05-08,4.5,4.3
Godzilla,1998-05-19,2.0,2.8
Patch Adams,1998-12-25,2.1,7.3
Half Baked,1998-01-16,2.8,8.1
Hard Rain,1998-01-16,3.4,3.4
Phantoms,1998-01-23,1.0,2.8
Spice World,1998-01-23,3.5,4.5
Star Kid,1998-01-16,4.3,3.6
Swept From the Sea,1998-01-23,2.8,7.6
Deep Rising,1998-01-30,3.6,4.3
Desperate Measures,1998-01-30,1.9,3.8
Zero Effect,1998-01-30,6.6,7.6
Blues Brothers 2000,1998-02-06,4.6,3.7
The Replacement Killers,1998-02-06,3.7,4.7
Sphere,1998-02-13,1.3,3.8
The Wedding Singer,1998-02-13,7.2,8.0
The Wedding Singer,1998-02-13,7.2,8.0
Dangerous Beauty,1998-02-20,7.0,8.5
Mrs. Dalloway,1997-09-04,7.1,5.7
Palmetto,1998-02-20,3.9,3.1
"An Alan Smithee Film: Burn, Hollywood, Burn",1998-02-27,0.8,1.5
Dark City,1998-02-20,7.6,8.5
Eight Days a Week,1999-02-26,2.0,6.8
Kissing a Fool,1998-02-20,2.9,4.5
Krippendorf's Tribe,1998-02-27,1.7,2.4
The Real Blonde,1998-02-27,3.4,3.7
The Real Blonde,1998-02-27,3.4,3.7
The Big Lebowski,1998-03-06,8.0,9.3
The Big Lebowski,1998-03-06,8.0,9.3
Twilight,2008-11-21,4.9,7.2
U.S. Marshals,1998-03-06,3.0,5.3
Chairman of the Board,1998-03-13,1.1,2.0
Primary Colors,1998-03-20,8.0,6.4
Wild Things,1998-03-20,6.4,5.4
Grease,1978-07-07,6.6,8.7
Meet the Deedles,1998-03-27,1.0,3.8
The Newton Boys,1998-03-27,6.5,4.4
Barney's Great Adventure,1998-04-03,3.2,4.4
Lost in Space,1998-04-03,2.7,2.4
Mercury Rising,1998-04-03,2.1,4.0
The Players Club,1998-04-08,3.5,8.5
3 Ninjas: High Noon at Mega Mountain,1998-04-10,0.0,2.9
City of Angels,1998-04-10,5.8,8.2
My Giant,1998-04-10,2.1,2.5
Neil Simon's The Odd Couple II,1998-04-10,2.7,5.6
Species II,1998-04-10,0.9,1.8
Homegrown,1998-04-17,4.4,5.0
The Object of My Affection,1998-04-17,5.3,5.1
Paulie,1998-04-17,6.2,5.5
Music From Another Room,1998-11-12,4.3,6.7
Sliding Doors,1998-05-01,6.5,7.7
Tarzan and the Lost City,1998-04-24,0.6,2.3
Two Girls and a Guy,1998-04-24,5.0,4.1
Black Dog,1998-05-01,1.4,6.0
He Got Game,1998-04-25,8.0,8.3
Deep Impact,1998-05-08,4.5,4.3
Woo,1998-05-08,1.0,6.2
Bulworth,1998-05-15,7.6,6.8
The Horse Whisperer,1998-05-15,7.3,7.2
Quest for Camelot,1998-05-15,4.3,6.0
Godzilla,1998-05-19,2.0,2.8
Fear and Loathing in Las Vegas,1998-05-22,5.1,8.9
The Opposite of Sex,1998-05-22,8.1,6.0
I Got the Hook-Up,1998-05-27,1.7,6.4
Almost Heroes,1998-05-29,0.5,6.4
Hope Floats,1998-05-29,2.7,7.2
Beyond Silence,1998-06-05,8.3,8.1
A Perfect Murder,1998-06-05,5.5,5.1
The Truman Show,1998-06-05,9.4,8.9
Can't Hardly Wait,1998-06-12,4.0,6.3
The Last Days of Disco,1998-05-29,7.3,6.6
The Last Days of Disco,1998-05-29,7.3,6.6
Dream for an Insomniac,1996-04-18,5.0,7.5
Hav Plenty,1998-06-19,3.6,8.3
Mulan,1998-06-19,8.6,8.5
Buffalo 66,1998-01-21,7.7,8.8
Dr. Dolittle,1998-06-26,4.2,3.5
Smoke Signals,1998-01-16,9.0,8.2
Armageddon,1998-07-01,4.3,7.3
Lethal Weapon 4,1998-07-10,5.2,6.4
Pi,1998-07-10,8.8,8.5
Small Soldiers,1998-07-10,4.9,4.5
There's Something About Mary,1998-07-15,8.4,6.1
The Mask of Zorro,1998-07-17,8.4,7.3
Polish Wedding,1998-01-16,4.2,5.2
Billy's Hollywood Screen Kiss,1998-01-07,7.8,6.3
Disturbing Behavior,1998-07-24,3.5,4.0
"East Palace, West Palace",1997-07-18,8.0,5.8
Saving Private Ryan,1998-07-24,9.4,9.5
Western,1997-05-09,8.0,8.3
The Negotiator,1998-07-29,7.4,7.9
The Parent Trap,1998-07-20,8.7,7.0
BASEketball,1998-07-28,4.1,7.4
Ever After: A Cinderella Story,1998-07-29,9.1,8.4
The Governess,1998-06-11,6.5,5.0
The Governess,1998-06-11,6.5,5.0
Snake Eyes,1998-07-30,4.3,3.5
Air Bud: Golden Receiver,1998-08-14,2.1,3.8
Marvel's the Avengers,2012-05-04,9.1,9.1
How Stella Got Her Groove Back,1998-08-14,5.0,6.6
Dance With Me,1998-08-21,5.1,6.7
Dead Man on Campus,1998-08-21,1.5,5.5
Next Stop Wonderland,1998-01-17,7.3,7.4
Wrongfully Accused,1998-07-23,1.8,5.6
Your Friends & Neighbors,1998-08-19,7.7,6.4
54,1998-08-28,1.5,3.6
Why Do Fools Fall in Love,1998-08-08,5.2,7.6
Knock Off,1998-07-17,1.0,2.6
Cube,1997-09-09,6.3,7.6
Simon Birch,1998-09-11,4.4,7.7
Without Limits,1998-09-11,7.9,9.1
Permanent Midnight,1998-09-12,5.9,5.4
One True Thing,1998-09-18,8.7,7.1
Rush Hour,1998-09-18,6.2,7.8
Clay Pigeons,1998-09-15,6.1,6.8
Snitch,1998-01-20,9.0,6.7
Pecker,1998-09-11,5.2,6.4
Ronin,1998-09-12,7.0,8.0
Urban Legend,1998-09-25,2.8,3.7
Antz,1998-10-02,9.2,5.2
Strangeland,1998-10-02,0.6,6.4
What Dreams May Come,1998-09-28,5.2,8.4
Holy Man,1998-10-09,1.2,2.5
The Mighty,1998-06-02,7.5,7.9
One Tough Cop,1998-10-05,2.4,2.1
Rushmore,1999-02-05,9.0,9.1
Bride of Chucky,1998-10-15,4.8,5.0
Practical Magic,1998-10-16,2.4,7.3
Apt Pupil,1998-09-16,5.4,5.6
Pleasantville,1998-09-17,8.6,7.9
Orgazmo,1997-09-06,4.8,6.6
American History X,1998-10-30,8.4,9.6
Living Out Loud,1998-09-15,6.0,6.2
Belly,1998-11-04,2.3,8.7
Gods and Monsters,1998-01-21,9.6,8.2
Velvet Goldmine,1998-11-06,6.3,8.0
The Waterboy,1998-11-06,3.3,7.1
Dancing at Lughnasa,1998-09-12,6.0,5.8
I Still Know What You Did Last Summer,1998-11-13,0.7,2.9
Meet Joe Black,1998-11-02,4.6,8.1
Enemy of the State,1998-11-20,7.1,7.8
The Rugrats Movie,1998-11-20,5.9,5.0
Waking Ned Devine,1998-09-15,8.4,8.8
Winchell,1998-11-21,8.3,7.1
A Bug's Life,1998-11-14,9.2,7.3
Babe: Pig in the City,1998-11-25,6.5,4.1
Home Fries,1998-11-25,3.1,3.4
Ringmaster,1998-11-25,2.1,1.8
Very Bad Things,1998-11-25,4.1,5.8
Little Voice,1998-12-04,8.0,7.4
Shakespeare in Love,1998-12-25,9.2,8.0
Star Trek: Insurrection,1998-12-11,5.5,4.4
Playing by Heart,1999-01-22,6.0,7.9
The Prince of Egypt,1998-12-18,7.9,9.0
You've Got Mail,1998-12-18,7.0,7.3
The Theory of Flight,1999-01-22,5.0,5.7
Down in the Delta,1998-12-25,7.6,7.1
The Faculty,1998-11-12,5.8,5.7
Hurlyburly,1998-12-25,5.8,6.5
Patch Adams,1998-12-25,2.1,7.3
Affliction,1999-01-15,8.8,7.2
Hilary and Jackie,1999-01-15,8.8,8.3
The Hi-Lo Country,1999-01-22,5.4,4.8
Star Wars: Episode I - The Phantom Menace,1999-05-19,5.2,5.9
The Sixth Sense,1999-08-06,8.6,9.0
Toy Story 2,1999-11-24,10.0,8.7
Austin Powers: The Spy Who Shagged Me,1999-06-11,5.3,7.1
Tarzan,1999-06-18,8.9,7.5
Big Daddy,1999-06-25,3.9,7.4
The Mummy,1999-05-07,6.2,7.5
Runaway Bride,1999-07-30,4.6,5.2
The Blair Witch Project,1999-01-25,8.6,5.7
The Blair Witch Project,1999-01-25,8.6,5.7
In Dreams,1999-01-15,2.5,4.0
Varsity Blues,1999-01-15,4.5,7.6
The 24-Hour Woman,1998-11-01,5.0,3.3
She's All That,1999-01-29,4.1,5.5
Simply Irresistible,1999-02-05,1.6,5.4
Blast From the Past,1999-02-12,5.8,5.7
Message in a Bottle,1999-02-12,3.2,6.6
My Favorite Martian,1999-02-12,1.2,3.1
Jawbreaker,1999-01-30,1.4,5.5
October Sky,1999-02-19,9.1,8.8
Office Space,1999-02-19,8.1,9.3
20 Dates,1999-02-26,3.5,4.7
8MM,1999-02-26,2.3,5.2
Just the Ticket,1999-02-26,2.3,3.8
The Other Sister,1999-02-26,2.9,7.1
Analyze This,1999-03-05,6.9,6.2
Cruel Intentions,1999-03-05,5.3,8.0
"Lock, Stock and Two Smoking Barrels",1998-03-05,7.5,9.3
Baby Geniuses,1999-03-12,0.2,2.5
The Corruptor,1999-03-12,4.8,4.3
The Corruptor,1999-03-12,4.8,4.3
The Deep End of the Ocean,1999-03-12,4.2,5.8
Wing Commander,1999-03-12,1.0,2.6
Forces of Nature,1999-03-19,4.6,3.4
The King and I,1999-03-19,1.3,4.1
Doug's 1st Movie,1999-03-19,2.8,2.8
EDtv,1999-03-26,6.3,3.0
The Mod Squad,1999-03-26,0.3,1.7
10 Things I Hate About You,1999-03-31,7.1,6.9
Cookie's Fortune,1999-01-22,8.6,6.6
Foolish,1999-04-09,0.0,6.7
Never Been Kissed,1999-04-09,5.5,6.9
All About My Mother,1999-11-24,9.8,9.3
Hideous Kinky,1998-04-26,6.6,6.0
Life,1999-04-16,5.2,7.7
Election,1999-05-07,9.2,7.9
eXistenZ,1999-04-23,7.5,6.9
Pushing Tin,1999-04-23,4.8,4.2
Entrapment,1999-04-30,4.0,5.0
Idle Hands,1999-04-30,1.6,5.8
The Mummy,1999-05-07,6.2,7.5
Trippin',1999-05-12,1.8,7.9
Tea With Mussolini,1999-04-02,6.5,7.6
Star Wars: Episode I - The Phantom Menace,1999-05-19,5.2,5.9
The Love Letter,1999-05-21,3.3,3.8
The Loss of Sexual Innocence,1999-05-28,4.7,6.0
Notting Hill,1999-05-28,8.4,7.9
Instinct,1999-06-04,2.6,6.7
Austin Powers: The Spy Who Shagged Me,1999-06-11,5.3,7.1
The Red Violin,1999-06-11,7.4,9.1
The Red Violin,1999-06-11,7.4,9.1
The General's Daughter,1999-06-18,2.1,4.6
Run Lola Run,1999-06-18,9.3,9.0
Tarzan,1999-06-18,8.9,7.5
Big Daddy,1999-06-25,3.9,7.4
My Son the Fanatic,1997-10-21,7.9,7.5
"South Park: Bigger, Longer & Uncut",1999-06-30,8.1,8.8
Wild Wild West,1999-06-30,1.6,2.8
Summer of Sam,1999-07-02,5.0,6.0
American Pie,1999-07-09,6.2,6.1
Arlington Road,1999-07-09,6.3,7.4
Genghis Blues,1999-07-09,7.5,9.0
The Blair Witch Project,1999-01-25,8.6,5.7
The Blair Witch Project,1999-01-25,8.6,5.7
Muppets From Space,1999-07-14,6.3,5.8
Eyes Wide Shut,1999-07-16,7.6,7.4
Lake Placid,1999-07-16,4.7,3.7
The Wood,1999-07-16,6.1,9.2
Inspector Gadget,1999-07-23,2.0,1.8
Trick,1999-07-23,7.9,8.3
Runaway Bride,1999-07-30,4.6,5.2
Twin Falls Idaho,1999-07-30,7.8,8.3
The Adventures of Sebastian Cole,1998-08-06,4.6,7.0
The Iron Giant,1999-08-04,9.6,9.0
The Iron Giant,1999-08-04,9.6,9.0
Mystery Men,1999-08-06,6.0,5.7
The Sixth Sense,1999-08-06,8.6,9.0
Bowfinger,1999-08-13,8.1,6.1
Brokedown Palace,1999-08-13,3.1,6.6
Detroit Rock City,1999-08-13,5.0,8.2
Mickey Blue Eyes,1999-08-20,4.5,4.2
Teaching Mrs. Tingle,1999-08-20,1.9,3.1
Universal Soldier: The Return,1999-08-20,0.5,2.4
The 13th Warrior,1999-08-27,3.3,6.6
The Astronaut's Wife,1999-08-27,1.5,3.3
The Astronaut's Wife,1999-08-27,1.5,3.3
Dudley Do-Right,1999-08-27,1.6,2.4
The Muse,1999-08-27,5.3,3.4
The Very Thought of You,1999-08-27,4.0,6.0
The Very Thought of You,1999-08-27,4.0,6.0
Chill Factor,1999-09-01,1.0,3.0
Outside Providence,1999-09-01,5.2,6.5
Best Laid Plans,1999-09-10,4.3,3.9
Love Stinks,1999-09-10,1.9,6.3
Stigmata,1999-09-10,2.2,6.3
Stir of Echoes,1999-09-10,6.8,7.0
Blue Streak,1999-09-17,3.5,6.4
Breakfast of Champions,1999-09-17,2.5,3.1
For Love of the Game,1999-09-17,4.6,7.5
Jakob the Liar,1999-09-24,2.9,6.3
Mumford,1999-09-24,5.8,6.5
The Adventures of Elmo in Grouchland,1999-10-01,7.7,6.4
American Beauty,1999-10-01,8.7,9.3
Drive Me Crazy,1999-10-01,2.9,5.3
"Mystery, Alaska",1999-10-01,3.7,6.6
Three Kings,1999-10-01,9.4,7.7
The Limey,1999-10-08,9.2,7.8
Random Hearts,1999-10-08,1.8,2.4
Fight Club,1999-10-15,8.0,9.6
The Omega Code,1999-10-15,0.8,3.1
The Story of Us,1999-10-15,2.6,5.8
The Straight Story,1999-05-21,9.5,9.1
Bats,1999-10-22,1.7,1.4
The Best Man,1999-10-22,7.2,8.6
Body Shots,1999-10-22,1.1,2.7
Boys Don't Cry,1999-09-02,9.0,8.7
Bringing Out the Dead,1999-10-22,7.3,7.0
Molly,1999-08-16,1.4,5.2
Three to Tango,1999-10-22,2.9,4.8
Being John Malkovich,1999-10-29,9.4,8.7
Music of the Heart,1999-09-06,6.4,7.2
Princess Mononoke,1997-07-12,9.3,9.4
The Suburbans,1999-10-29,0.0,2.2
American Movie,1999-11-05,9.4,9.0
The Bone Collector,1999-11-05,2.9,6.3
The Insider,1999-11-05,9.6,9.0
Light It Up,1999-11-10,3.9,7.5
Anywhere but Here,1999-10-12,6.3,5.5
Dogma,1999-11-12,6.8,8.5
Felicia's Journey,1999-11-12,8.8,7.1
The Messenger: The Story of Joan of Arc,1999-11-12,3.2,5.8
Liberty Heights,1999-11-17,8.6,7.6
Sleepy Hollow,1999-11-19,7.0,8.0
The World Is Not Enough,1999-11-19,5.1,4.9
End of Days,1999-11-24,1.1,3.3
Flawless,1999-11-24,4.0,5.4
Toy Story 2,1999-11-24,10.0,8.7
Agnes Browne,2000-03-03,4.1,7.1
Holy Smoke,2000-02-22,4.6,4.7
Sweet and Lowdown,1999-09-04,7.7,8.2
The Cider House Rules,1999-09-07,7.1,7.7
Cradle Will Rock,1999-12-10,6.5,7.1
Deuce Bigalow: Male Gigolo,1999-12-10,2.2,4.2
The Green Mile,1999-12-10,7.9,9.4
The Green Mile,1999-12-10,7.9,9.4
Topsy-Turvy,2000-01-14,9.0,7.9
Bicentennial Man,1999-12-17,3.7,5.9
Fantasia 2000,2000-01-01,8.0,7.5
Magnolia,2000-01-07,8.2,8.9
Stuart Little,1999-12-17,6.7,4.1
"Girl, Interrupted",2000-01-14,5.3,8.4
Any Given Sunday,1999-12-22,5.2,7.3
Snow Falling on Cedars,1999-09-12,3.9,6.7
The Big Tease,1999-01-28,5.6,5.4
The Big Tease,1999-01-28,5.6,5.4
Angela's Ashes,2000-01-21,5.2,8.1
Galaxy Quest,1999-12-25,9.0,7.9
The Talented Mr. Ripley,1999-12-25,8.5,8.0
Titus,1999-12-25,6.9,8.6
How the Grinch Stole Christmas,2000-11-17,4.9,5.8
Cast Away,2000-12-22,8.9,8.4
Mission: Impossible II,2000-05-24,5.6,4.2
Gladiator,2000-05-05,8.0,8.7
What Women Want,2000-12-15,5.4,5.4
The Perfect Storm,2000-06-30,4.6,6.3
The Perfect Storm,2000-06-30,4.6,6.3
Meet the Parents,2000-10-06,8.5,7.9
X-Men,2000-07-14,8.2,8.3
Scary Movie,2000-07-07,5.1,4.3
What Lies Beneath,2000-07-21,4.7,5.8
Next Friday,2000-01-12,2.1,7.6
Play It to the Bone,2000-01-21,1.1,2.5
The Boondock Saints,1999-08-04,2.6,9.1
Down to You,2000-01-21,0.3,4.8
Isn't She Great,2000-01-28,2.4,3.7
Simpatico,2000-02-04,2.5,1.4
Gun Shy,2000-02-04,2.6,3.6
Scream 3,2000-02-04,4.1,3.8
The Beach,2000-02-11,2.1,5.7
Snow Day,2000-02-11,2.9,2.7
The Tigger Movie,2000-02-11,6.2,6.2
Beautiful People,1999-05-18,8.0,8.5
Hanging Up,2000-02-18,1.2,3.4
Pitch Black,2000-02-18,6.0,7.7
The Whole Nine Yards,2000-02-18,4.3,6.4
The Whole Nine Yards,2000-02-18,4.3,6.4
Wonder Boys,2000-02-25,8.1,8.3
Reindeer Games,2000-02-25,2.5,2.7
3 Strikes,2000-03-01,0.0,6.7
Drowning Mona,2000-03-03,2.9,4.7
My Dog Skip,2000-03-03,7.3,6.8
The Next Best Thing,2000-03-03,1.9,3.5
If These Walls Could Talk 2,2000-03-05,6.0,8.3
Mission to Mars,2000-03-10,2.4,3.0
The Ninth Gate,2000-03-10,4.3,5.8
Erin Brockovich,2000-03-17,8.5,8.1
Final Destination,2000-03-17,3.6,6.8
Romeo Must Die,2000-03-22,3.2,6.1
Ghost Dog: The Way of the Samurai,1999-05-18,8.4,8.6
Here on Earth,2000-03-24,1.7,6.0
Mr. Accident,2000-03-24,1.7,3.1
Waking the Dead,2000-03-24,5.0,7.7
Price of Glory,2000-03-31,3.3,7.6
The Road to El Dorado,2000-03-31,4.9,6.6
The Skulls,2000-03-31,0.9,4.3
Joe Gould's Secret,2000-01-21,6.5,6.3
Ready to Rumble,2000-04-07,2.3,5.2
Return to Me,2000-04-07,6.2,8.0
Rules of Engagement,2000-03-31,3.7,5.5
28 Days,2000-04-14,3.3,5.0
American Psycho,2000-04-14,6.8,8.5
Keeping the Faith,2000-04-14,6.9,5.9
Where the Money Is,2000-04-14,4.8,3.6
Gossip,2000-04-21,2.8,4.7
Love & Basketball,2000-04-21,8.5,9.5
U-571,2000-04-21,6.8,6.2
The Virgin Suicides,1999-05-12,8.0,8.1
The Big Kahuna,2000-04-28,7.3,7.2
The Big Kahuna,2000-04-28,7.3,7.2
The Flintstones in Viva Rock Vegas,2000-04-28,2.5,2.0
The Flintstones in Viva Rock Vegas,2000-04-28,2.5,2.0
Frequency,2000-04-28,7.0,8.1
The Last September,2000-04-28,4.2,3.3
The Last September,2000-04-28,4.2,3.3
Timecode,2000-04-28,6.8,4.8
Gladiator,2000-05-05,8.0,8.7
I Dreamed of Africa,2000-05-05,1.0,5.6
Up at the Villa,2000-05-05,4.5,3.5
Battlefield Earth,2000-05-12,0.3,1.3
Center Stage,2000-05-12,4.1,8.2
Held Up,2000-05-12,1.7,4.2
Small Time Crooks,2000-05-19,6.6,5.7
Mission: Impossible II,2000-05-24,5.6,4.2
Passion of Mind,2000-01-07,1.9,5.1
Shanghai Noon,2000-05-26,8.0,6.5
Big Momma's House,2000-06-02,3.0,5.7
Love's Labour's Lost,2000-02-14,5.0,4.0
Sunshine,2007-07-27,7.7,7.3
The Woman Chaser,1999-10-08,7.1,7.3
The Woman Chaser,1999-10-08,7.1,7.3
Boys and Girls,2000-06-16,1.1,5.0
Jesus' Son,1999-09-05,7.9,8.3
Shaft,2019-06-14,3.4,9.4
Titan A.E.,2000-06-16,5.0,6.1
Time Regained,1999-05-16,7.2,7.2
Chicken Run,2000-06-21,9.7,6.5
"Me, Myself & Irene",2000-06-23,4.8,5.7
Trixie,2000-06-28,2.8,2.3
The Adventures of Rocky and Bullwinkle,2000-06-30,4.2,2.1
The Adventures of Rocky and Bullwinkle,2000-06-30,4.2,2.1
The Perfect Storm,2000-06-30,4.6,6.3
The Perfect Storm,2000-06-30,4.6,6.3
But I'm a Cheerleader,1999-09-12,4.3,7.5
Disney's The Kid,2000-07-07,4.9,4.9
Scary Movie,2000-07-07,5.1,4.3
Heavy Metal 2000,2000-07-10,0.8,3.6
X-Men,2000-07-14,8.2,8.3
Chuck & Buck,2000-01-21,8.4,6.6
The Five Senses,1999-05-18,7.4,7.9
The In Crowd,2000-07-19,0.2,3.8
What Lies Beneath,2000-07-21,4.7,5.8
Thomas and the Magic Railroad,2000-07-26,2.1,4.2
Croupier,1998-04-21,9.5,7.9
The Girl on the Bridge,1999-03-31,8.8,9.1
Nutty Professor II: The Klumps,2000-07-28,2.7,3.3
Wonderland,2003-10-17,3.4,6.5
Coyote Ugly,2000-08-04,2.3,7.1
Hollow Man,2000-08-04,2.6,2.8
Space Cowboys,2000-08-04,7.8,5.3
The Tao of Steve,2000-01-26,8.0,6.9
Autumn in New York,2000-08-11,2.0,5.3
Bless the Child,2000-08-11,0.4,4.3
Cecil B. Demented,2000-05-17,5.2,6.7
The Opportunists,2000-08-11,5.4,4.6
The Replacements,2000-08-11,4.1,6.6
The Original Kings of Comedy,2000-08-18,8.3,7.9
Bring It On,2000-08-25,6.5,6.6
Highlander: Endgame,2000-09-01,1.1,3.8
Whipped,2000-09-01,1.3,3.2
Turn It Up,2000-09-06,1.0,2.5
Nurse Betty,2000-09-08,8.3,4.5
Urbania,2000-01-24,7.3,7.1
The Watcher,2000-09-08,1.1,2.8
The Way of the Gun,2000-09-08,4.6,7.0
Crime and Punishment in Suburbia,2000-01-24,2.1,5.8
Into the Arms of Strangers: Stories of the Kindertransport,2000-09-15,9.2,8.8
Almost Famous,2000-09-15,9.1,9.2
The Fantasticks,2000-09-22,4.8,4.9
The Fantasticks,2000-09-22,4.8,4.9
The Specials,2000-09-18,4.7,5.5
Urban Legends: Final Cut,2000-09-22,1.0,2.0
Woman on Top,2000-09-22,3.5,4.2
Best in Show,2000-09-29,9.3,8.8
Girlfight,2000-09-29,8.7,7.5
Remember the Titans,2000-09-29,7.1,9.3
Bamboozled,2000-10-20,5.3,7.4
Bootmen,2000-10-05,3.9,6.9
Dancer in the Dark,2000-10-06,7.0,9.1
Digimon: The Movie,2000-10-06,2.4,6.6
Meet the Parents,2000-10-06,8.5,7.9
Tigerland,2000-09-13,7.7,7.1
Billy Elliot,2000-10-13,8.5,8.9
Dr. T & the Women,2000-10-13,5.7,2.0
The Yards,2000-04-27,6.4,5.1
Drunken Master II,2000-10-20,8.4,8.8
MVP: Most Valuable Primate,2000-10-20,4.0,4.1
Pay It Forward,2000-10-20,3.9,7.7
Book of Shadows: Blair Witch 2,2000-10-27,1.4,1.8
The Little Vampire,2000-10-27,5.5,5.5
The Little Vampire,2000-10-27,5.5,5.5
Loving Jezebel,1999-08-05,3.3,4.7
Lucky Numbers,2000-10-27,2.3,1.9
Requiem for a Dream,2000-10-27,7.8,9.3
Batman Beyond: Return of the Joker,2000-12-12,10.0,8.6
Mercy Streets,2000-10-31,1.3,5.5
Charlie's Angels,2000-11-03,6.8,4.5
The Legend of Bagger Vance,2000-11-03,4.3,6.5
Little Nicky,2000-11-10,2.2,5.5
Men of Honor,2000-11-10,4.2,8.1
Red Planet,2000-11-10,1.4,2.8
You Can Count on Me,2000-11-10,9.5,8.8
The 6th Day,2000-11-17,4.0,3.3
Bounce,2000-11-15,5.3,3.3
How the Grinch Stole Christmas,2000-11-17,4.9,5.8
102 Dalmatians,2000-11-22,3.0,3.2
Quills,2000-12-15,7.5,8.3
Unbreakable,2000-11-22,7.0,7.7
Snatch,2001-01-19,7.4,9.3
Dungeons & Dragons,2000-12-08,0.9,2.0
Proof of Life,2000-12-08,3.9,4.3
Vertical Limit,2000-12-08,4.9,4.1
Chocolat,2001-01-05,6.3,8.3
"Dude, Where's My Car?",2000-12-15,1.6,4.7
The Emperor's New Groove,2000-12-15,8.6,8.4
Pollock,2000-09-30,7.9,7.4
What Women Want,2000-12-15,5.4,5.4
Finding Forrester,2000-12-19,7.4,7.9
Cast Away,2000-12-22,8.9,8.4
Before Night Falls,2001-01-26,7.4,8.3
Wes Craven Presents: Dracula 2000,2000-12-22,1.7,3.9
The Family Man,2000-12-22,5.3,6.7
Gift,2019-10-11,10.0,8.9
The House of Mirth,2000-09-23,8.2,7.2
Miss Congeniality,2000-12-22,4.1,6.9
